Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:40oKW22ZNNkEdZLJTScaQI,"Roll in Peace (feat. XXXTENTACION)","Project Baby 2: All Grown Up","Kodak Black,XXXTENTACION",2017-08-18,213132,76,true,,2019-12-12T19:26:06Z,"emo rap","Atlantic Records",0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,4
spotify:track:06YKCirt0RfP49rs6qB9sk,"Impossíveis","Impossíveis","Piruka",2019-06-30,219384,37,false,,2019-12-12T19:26:06Z,"hip-hop português","808 Music",0.756,0.557,8,-7.493,1,0.246,0.383,0,0.117,0.27,139.942,4
spotify:track:0lsRatBUs9HNIZAmoGABzk,"Trampoline","MELT","SHAED",2018-09-21,184060,63,false,,2019-12-12T19:26:06Z,"","Photo Finish Records",0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,4
spotify:track:1eEYbTvRWPEozV0ttNO0NC,"Kung Fu","Kung Fu","Cordae",2018-07-13,199680,0,true,,2019-12-12T19:26:06Z,"","YBN Cordae",0.876,0.608,8,-6.019,1,0.109,0.0227,0.0000116,0.107,0.258,124.983,4
spotify:track:4vaxvNDaLSoD36iZX515ug,"Betrayed","TOTAL XANARCHY","Lil Xan",2018-04-06,187173,68,true,,2019-12-12T19:26:06Z,"cloud rap","Columbia",0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,4
spotify:track:3WmKdTY0wtkDRd5mAsAB5i,"Só Vim Dizer Yau","Só Vim Dizer Yau","Piruka",2017-12-21,241117,33,true,,2019-12-12T19:26:06Z,"hip-hop português","808 Music",0.864,0.733,5,-6.779,1,0.249,0.516,0,0.118,0.326,114.957,4
spotify:track:1u8kqieXwWHMnetFOk8rjg,"Hoes Mad","Dexter's Laboratory","Famous Dex",2016-01-05,190222,0,true,,2019-12-12T19:26:06Z,"","TSO Records",0.706,0.758,7,-7.543,1,0.126,0.0317,0,0.489,0.523,134.867,4
spotify:track:2LskIZrCeLxRvCiGP8gxlh,"Arms Around You (feat. Maluma & Swae Lee)","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION,Lil Pump,Swae Lee,Maluma",2018-10-25,198902,72,true,,2019-12-12T19:26:06Z,"emo rap,reggaeton,latino,urbano latino","Warner Records",0.703,0.723,9,-5.45,0,0.0412,0.0302,0.00000206,0.126,0.288,104.969,4
spotify:track:7wBJfHzpfI3032CSD7CE2m,"STARGAZING","ASTROWORLD","Travis Scott",2018-08-03,270714,78,true,,2019-12-12T19:26:06Z,"rap","Cactus Jack / Epic",0.487,0.789,8,-3.69,1,0.044,0.00947,0.00000405,0.189,0.0564,150.007,4
spotify:track:4c5yphfLxbguggPnS6Wibq,"Tou Bem (feat. Lhast)","Tou Bem (feat. Lhast)","ProfJam,Lhast",2018-12-16,191679,31,false,,2019-12-12T19:26:06Z,"hip-hop português","ProfJam",0.637,0.366,4,-12.863,0,0.425,0.411,0,0.0991,0.332,131.138,4
spotify:track:29Nr1r6Sn7zzyVFoEGCeqO,"Sad Nigga Hours","Sad Nigga Hours","Lil Boom,904TEZZO",2017-09-22,96015,36,true,,2019-12-12T19:26:06Z,"","Photo Finish Records",0.697,0.48,10,-9.856,0,0.0493,0.463,0.0085,0.378,0.176,119.951,4
spotify:track:2z8miBNCvH52PnK5vfeXm8,"1100 Cegonhas","1100 Cegonhas","Dillaz",2018-06-12,235200,1,true,,2019-12-12T19:26:06Z,"hip-hop português,punta","Yellow Submarine",0.817,0.525,8,-9.495,1,0.136,0.0805,0.00000156,0.137,0.286,100.112,4
spotify:track:4Km5HrUvYTaSUfiSGPJeQR,"Bad and Boujee (feat. Lil Uzi Vert)","Culture","Migos,Lil Uzi Vert",2017-04-07,343150,7,true,,2019-12-12T19:26:06Z,"trap,rap melódico","Quality Control Music",0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,4
spotify:track:1fewSx2d5KIZ04wsooEBOz,"Space Cadet (feat. Gunna)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Gunna",2018-11-06,203266,80,true,,2019-12-12T19:26:06Z,"rap melódico","Republic Records",0.901,0.464,5,-9.789,0,0.0645,0.368,0.0000182,0.238,0.638,109.004,4
spotify:track:6gbiTbclnHlmSIPfmF2zEc,"Gang Shit No Lame Shit","Glockoma","Key Glock",2018-11-23,131600,72,true,,2019-12-12T19:26:06Z,"","Paper Route Empire",0.828,0.434,5,-10.609,1,0.301,0.0394,0,0.0806,0.38,115.071,4
spotify:track:4Hj5yNHgu2dyrnzRQN7Gld,"Yellow","Good For You","Aminé,Nelly",2017-07-28,180000,49,true,,2019-12-12T19:26:06Z,"","Universal Records",0.869,0.526,0,-5.766,1,0.111,0.139,0,0.119,0.217,128.996,4
spotify:track:2u7mxWSeoqTXndK5e08jMp,"Nowadays (feat. Landon Cube)","Life of a Dark Rose","Lil Skies,Landon Cube",2017-12-12,203907,67,true,,2019-12-12T19:26:06Z,"rap melódico","All We Got Ent.",0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,4
spotify:track:4S4uXv6c73k9UWaLCxUCHI,"Certidão de Óbito","Certidão de Óbito","Piruka",2017-11-23,233717,24,true,,2019-12-12T19:26:06Z,"hip-hop português","808 Music",0.639,0.633,6,-6.425,1,0.443,0.713,0,0.308,0.469,107.088,5
spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"ZEZE (feat. Travis Scott & Offset)","Dying to Live","Kodak Black,Offset,Travis Scott",2018-12-14,228759,80,true,,2019-12-12T19:26:06Z,"rap","Atlantic Records",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,4
spotify:track:5qHirGR7M9tdm6C17DlzSY,"REEL IT IN","ONEPOINTFIVE","Aminé",2018-08-15,121346,69,true,,2019-12-12T19:26:06Z,"","Republic Records",0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,4
spotify:track:2ZRo7axmMPeSVUvDbGkJah,"Hope","?","XXXTENTACION",2018-03-16,110886,85,true,,2019-12-12T19:26:06Z,"emo rap","Bad Vibes Forever, LLC",0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4
spotify:track:7zLYKWcXnYeHHWidalz7rj,"Noticed","Northsbest (Extended)","Lil Mosey",2018-10-19,165000,74,true,,2019-12-12T19:26:06Z,"rap melódico","Mogul Vision/Interscope Records",0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,4
spotify:track:2KTw4vRM6mdBzMlVkInvSS,"O Clima","O Clima","Lhast,Dillaz",2017-11-09,237878,32,true,,2019-12-12T19:26:06Z,"hip-hop português,punta","Lhast",0.725,0.454,7,-8.566,0,0.0574,0.76,0.0013,0.12,0.306,99.087,4
spotify:track:48xv7MWpMcpagWkgywOpXT,"Fácil","O Dread Que Matou Golias","Holly Hood",2016-06-18,206163,2,false,,2019-12-12T19:26:06Z,"hip-hop português","SUPERBAD.",0.603,0.524,4,-7.828,0,0.381,0.725,0.00000174,0.101,0.328,105.966,4
spotify:track:3p8iG863bPsafyReUXaqXO,"Breakfast With the Moon","Breakfast With the Moon","Powfu",2018-10-14,163108,49,false,,2019-12-12T19:26:06Z,"","Independent",0.697,0.354,5,-15.064,1,0.206,0.892,0.00000248,0.0539,0.575,78.007,4
spotify:track:15GhWV2zMvU3FLfJNksgLq,"Real Milf Hours","Real Milf Hours","Billy Marchiafava",2018-04-02,91194,0,true,,2019-12-12T19:26:06Z,"","Billy Marchiafava",0.809,0.529,1,-9.693,0,0.126,0.104,0.00758,0.134,0.399,159.321,4
spotify:track:1xzBco0xcoJEDXktl7Jxrr,"Mo Bamba","MUDBOY","Sheck Wes",2018-10-05,183906,78,true,,2019-12-12T19:26:06Z,"","Cactus Jack Records/ G.O.O.D. Music/ Interscope Records",0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,4
spotify:track:0TlLq3lA83rQOYtrqBqSct,"Nonstop","Scorpion","Drake",2018-06-29,238614,79,true,,2019-12-12T19:26:06Z,"rap","Cash Money/Drake LP6",0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4
spotify:track:1zj5css92Qa4ppHUKkACf9,"Não Fui Sincero","Fora D'Horas","Bispo",2017-06-02,254149,38,false,,2019-12-12T19:26:06Z,"hip-hop português","Bispo",0.81,0.451,6,-10.303,0,0.305,0.408,0.0072,0.364,0.0894,120.032,4
spotify:track:7eBqSVxrzQZtK2mmgRG6lC,"Murder on My Mind","I AM YOU","YNW Melly",2018-08-03,268434,81,true,,2019-12-12T19:26:06Z,"rap melódico","P2018",0.759,0.73,0,-7.985,0,0.0516,0.145,0.00000306,0.11,0.74,115.007,4
spotify:track:3BLbtGHtXgNOMUTcAtXRsn,"Limonada","Limonada","9 Miller",2016-10-01,231111,27,false,,2019-12-12T19:26:06Z,"hip-hop português","SUPERBAD.",0.795,0.75,11,-6.015,0,0.257,0.148,0,0.0926,0.068,135.167,4
spotify:track:3Qz3Wqr9DUEdn8E7hzvsD1,"Gravidade","Gravidade","Dillaz,Lhast",2019-01-13,243692,0,false,,2019-12-12T19:26:06Z,"hip-hop português,punta","Yellow Submarine",0.833,0.488,4,-10.213,0,0.176,0.506,0.0257,0.11,0.426,130.049,4
spotify:track:4VXadgWrXnmHsWknVD2vgJ,"Água de Coco","Água de Coco","ProfJam",2018-07-27,222125,28,false,,2019-12-12T19:26:06Z,"hip-hop português","ProfJam",0.801,0.492,11,-7.762,0,0.0432,0.4,0.0000017,0.102,0.133,119.934,4
spotify:track:3GVkPk8mqxz0itaAriG1L7,"Everybody Dies In Their Nightmares","17","XXXTENTACION",2017-08-25,95466,82,true,,2019-12-12T19:26:06Z,"emo rap","Bad Vibes Forever / EMPIRE",0.734,0.57,7,-7.066,0,0.133,0.847,0.0000214,0.112,0.689,129.953,4
spotify:track:7D4kUD7DuOHJLnxsfPaOD1,"Como é que Tamos?!","Como é que Tamos?!","Mota JR,King Bigs",2019-08-29,194504,43,true,,2019-12-12T19:26:06Z,"hip-hop português","Baixada Records",0.547,0.58,8,-7.55,1,0.378,0.15,0.00000171,0.116,0.487,142.373,4
spotify:track:4Pl3vnDKIJRQ1eXjeqimBR,"NÓS2 (feat. Deezy)","NÓS2 (feat. Deezy)","Bispo,Deezy",2018-06-22,227100,43,false,,2019-12-12T19:26:06Z,"hip-hop português,kuduro","Sony Music Entertainment",0.462,0.647,4,-7.407,0,0.381,0.477,0,0.0779,0.452,86.968,4
spotify:track:0D8wUCg5XGHfWQIEzMmJAl,"Não Faz Isso","Não Faz Isso","Piruka",2017-10-30,160813,29,false,,2019-12-12T19:26:06Z,"hip-hop português","808 Music",0.768,0.564,2,-10.858,1,0.332,0.538,0.000611,0.109,0.253,129.983,4
spotify:track:53CJANUxooaqGOtdsBTh7O,"Old Town Road","Old Town Road","Lil Nas X",2019-03-14,113013,23,false,,2019-12-12T19:26:06Z,"","Columbia",0.908,0.517,1,-6.063,1,0.129,0.0361,0.00000173,0.0949,0.471,136.019,4
spotify:track:5RGXoZt1qxmAErdhbyKJKq,"Boyz-N-The-Hood","N.W.A. And The Posse","Eazy-E",1987-01-01,339893,69,true,,2019-12-12T19:26:06Z,"gangster rap,old school hip-hop,hip-hop da Costa Oeste,g-funk","Priority Records",0.785,0.479,3,-10.247,1,0.362,0.0417,0.000035,0.334,0.727,87.691,4
spotify:track:4NdXQlDTzxbOMkzJGWFtz3,"Butterfly Doors","Butterfly Doors","Lil Pump",2019-01-04,132923,43,true,,2019-12-12T19:26:06Z,"","Warner Records",0.925,0.397,5,-11.265,1,0.169,0.0889,0.0000512,0.144,0.429,130.008,4
